model,model_config_id,fold,asset,regime_dimension,stressed_regime_value,reference_regime_value,stressed_n,reference_n,stressed_status,reference_status,contrast_status,headline_reportable,stressed_mae,reference_mae,stressed_rmse,reference_rmse,stressed_directional_accuracy,reference_directional_accuracy,stressed_mae_skill,reference_mae_skill,mae_skill_degradation,mae_raw_degradation,rmse_raw_degradation,da_degradation,directional_stability_loss,lstm_reportable_seed_count,lstm_seed_mae_skill_degradations,lstm_seed_signs,lstm_seed_sign_disagreement
lightgbm,LGBM_03,D4,MSFT,trend,negative_trend,positive_trend,53,197,reportable,reportable,reportable,True,0.011844883296873202,0.012026720866594762,0.015125736425595922,0.015873887073087147,0.67924528301886788,0.51776649746192893,0.02781514586428746,-0.00036674609302234096,0.028181891957309801,-0.00018183756972156052,-0.00074815064749122508,0.16147878555693895,-0.16147878555693895,,,,
lightgbm,LGBM_03,D4,MSFT,volatility,high_volatility,low_volatility,135,115,reportable,reportable,reportable,True,0.012629872469313741,0.011234869931270368,0.016125537024539262,0.015226244115072833,0.55555555555555558,0.54782608695652169,0.007038581656884535,0.0038601475925190698,0.0031784340643654652,0.0013950025380433731,0.0008992929094664287,0.0077294685990338952,-0.0077294685990338952,,,,
lightgbm,LGBM_03,D4,MSFT,transition,transition,stable,3,247,descriptive_low_n,reportable,descriptive_low_n,False,0.0096656592592751656,0.012016379950103734,0.01186463458595175,0.015759267879979891,0,0.5587044534412956,-0.10573254022148526,0.0066486279995874309,-0.11238116822107269,-0.0023507206908285685,-0.0038946332940281419,-0.5587044534412956,0.5587044534412956,,,,
lightgbm,LGBM_03,D4,GOOGL,trend,negative_trend,positive_trend,53,197,reportable,reportable,reportable,True,0.013482493789481433,0.013941207145842615,0.020113724249812257,0.018851275706715246,0.62264150943396224,0.52284263959390864,0.020438765597700081,-7.0559153890759063e-05,0.020509324751590841,-0.00045871335636118137,0.0012624485430970112,0.099798869840053595,-0.099798869840053595,,,,
lightgbm,LGBM_03,D4,GOOGL,volatility,high_volatility,low_volatility,135,115,reportable,reportable,reportable,True,0.015535679855721463,0.011858027809140114,0.021422150030232338,0.016015519410158191,0.57037037037037042,0.5130434782608696,0.0091671555610877142,-0.0034499087387982463,0.012617064299885961,0.0036776520465813482,0.0054066306200741474,0.057326892109500815,-0.057326892109500815,,,,
lightgbm,LGBM_03,D4,GOOGL,transition,transition,stable,3,247,descriptive_low_n,reportable,descriptive_low_n,False,0.0123318107661093,0.013862326098280092,0.014873123469559085,0.019171731766096104,0.33333333333333331,0.54655870445344135,-0.031034524480469505,0.0046018383403658714,-0.035636362820835377,-0.0015305153321707923,-0.0042986082965370195,-0.21322537112010803,0.21322537112010803,,,,
lightgbm,LGBM_03,D4,NVDA,trend,negative_trend,positive_trend,53,197,reportable,reportable,reportable,True,0.019313566826331063,0.021360097667650218,0.023769036193958138,0.030900354013910565,0.64150943396226412,0.52284263959390864,0.040826403219202168,0.0033557132085941799,0.037470690010607988,-0.0020465308413191545,-0.007131317819952427,0.11866679436835548,-0.11866679436835548,,,,
lightgbm,LGBM_03,D4,NVDA,volatility,high_volatility,low_volatility,135,115,reportable,reportable,reportable,True,0.023452394827069491,0.017960738962332672,0.034025921357122554,0.023171775665113803,0.57777777777777772,0.5130434782608696,0.017412403882495764,0.00078939164474567391,0.01662301223775009,0.0054916558647368184,0.010854145692008751,0.064734299516908123,-0.064734299516908123,,,,
lightgbm,LGBM_03,D4,NVDA,transition,transition,stable,3,247,descriptive_low_n,reportable,descriptive_low_n,False,0.0091653742288470008,0.021069077569376916,0.011368368086873817,0.029685082333540509,0.33333333333333331,0.55060728744939269,-0.22082488677759482,0.011906947838993376,-0.2327318346165882,-0.011903703340529915,-0.018316714246666692,-0.21727395411605938,0.21727395411605938,,,,
lightgbm,LGBM_01,D5,AAPL,trend,negative_trend,positive_trend,0,252,descriptive_low_n,reportable,descriptive_low_n,False,,0.010377142696272412,,0.014220464774960591,,0.56349206349206349,,0.0047857152169952233,,,,,,,,,
