model,aggregation,seed,fold,regime_dimension,regime_value,n_assets_required,n_assets_reportable,n_per_asset_min,n_per_asset_max,macro_status,macro_weighting,mae_skill_aggregation,mae,rmse,directional_accuracy,actual_positive_direction_balance,matched_baseline_mae,mae_skill,matched_direction_persistence_da,da_difference,mae_seed_std,mae_seed_min,mae_seed_max,rmse_seed_std,rmse_seed_min,rmse_seed_max,directional_accuracy_seed_std,directional_accuracy_seed_min,directional_accuracy_seed_max,actual_positive_direction_balance_seed_std,actual_positive_direction_balance_seed_min,actual_positive_direction_balance_seed_max,matched_baseline_mae_seed_std,matched_baseline_mae_seed_min,matched_baseline_mae_seed_max,mae_skill_seed_std,mae_skill_seed_min,mae_skill_seed_max,matched_direction_persistence_da_seed_std,matched_direction_persistence_da_seed_min,matched_direction_persistence_da_seed_max,da_difference_seed_std,da_difference_seed_min,da_difference_seed_max
lstm,per_seed,1729,D5,volatility,low_volatility,4,4,159,159,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014696404437770889,0.019975583577129301,0.51100628930817615,0.56603773584905659,0.014380895264973837,-0.029912816485839822,0.52044025157232709,-0.0094339622641509413,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,1729,D5,transition,transition,4,4,35,35,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.015426452836505676,0.021022192399701597,0.48571428571428571,0.59285714285714286,0.015411930557210737,-0.021748824047626486,0.52142857142857135,-0.035714285714285698,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,1729,D5,transition,stable,4,4,217,217,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014515139349366563,0.019446270545771992,0.51382488479262678,0.55645161290322576,0.014187063855588846,-0.029994026590120848,0.51843317972350234,-0.0046082949308755422,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D1,trend,negative_trend,4,4,64,64,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.031872810768529741,0.043712050163207554,0.5390625,0.54296875,0.031633387524639858,-0.020273962857906114,0.359375,0.1796875,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D1,trend,positive_trend,4,4,189,189,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.017419935591917717,0.023403055854336267,0.48677248677248675,0.57407407407407407,0.016678421571974873,-0.048456476553351169,0.44841269841269837,0.038359788359788358,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D1,volatility,high_volatility,4,4,220,220,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.022041236583517296,0.031102618983692095,0.50454545454545463,0.55909090909090908,0.021374335710728429,-0.039106890457766164,0.41818181818181815,0.086363636363636379,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D1,volatility,low_volatility,4,4,33,33,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014641080838925668,0.020226555934612117,0.46969696969696972,0.61363636363636365,0.014375897646059024,-0.020978927667655661,0.47727272727272729,-0.007575757575757569,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D1,transition,transition,4,4,91,91,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.028649611989110417,0.039181743211267619,0.52472527472527475,0.55769230769230771,0.02859282378052258,-0.013168331494503971,0.36263736263736263,0.16208791208791209,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D1,transition,stable,4,4,162,162,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.016821685339810516,0.023114026026620278,0.4861111111111111,0.57098765432098764,0.01589389823859659,-0.063154080233590704,0.46141975308641975,0.024691358024691357,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D2,trend,negative_trend,4,0,2,2,unavailable_incomplete_assets,equal_asset_weight,arithmetic_mean_of_asset_level_skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D2,trend,positive_trend,4,4,250,250,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.013793231662283512,0.018162589405370064,0.52000000000000002,0.53900000000000003,0.013658399305279375,-0.0086399359443829205,0.499,0.021000000000000019,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D2,volatility,high_volatility,4,4,144,144,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.01424826316685952,0.018644532240984123,0.52430555555555558,0.546875,0.014207849961336871,0.0014029034353368053,0.47743055555555552,0.046875000000000014,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D2,volatility,low_volatility,4,4,108,108,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.013164988251034734,0.017421888778425147,0.51851851851851849,0.53472222222222232,0.012960323593227865,-0.017781930652287337,0.52083333333333337,-0.0023148148148148251,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D2,transition,transition,4,4,52,52,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.01486001910717641,0.019372638360685132,0.57692307692307698,0.5625,0.015322605349210282,0.044586633946647802,0.46153846153846156,0.11538461538461538,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D2,transition,stable,4,4,200,200,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.013504238167831743,0.017792200726375173,0.50750000000000006,0.53625,0.013244349321710924,-0.02216254072092716,0.50499999999999989,0.0025000000000000022,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D3,trend,negative_trend,4,4,196,196,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.023512112253920352,0.029494665316076328,0.49489795918367341,0.48979591836734693,0.022308709925902753,-0.059217806540790396,0.52295918367346939,-0.028061224489795936,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D3,trend,positive_trend,4,4,55,55,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.020006916608911556,0.026187070863012217,0.45000000000000001,0.38636363636363641,0.017862710857014463,-0.13933326668436369,0.51818181818181819,-0.068181818181818163,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D3,volatility,high_volatility,4,4,251,251,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.022744041495053879,0.028813601792995663,0.48505976095617531,0.46713147410358569,0.021334487022361494,-0.073120347440174371,0.52191235059760954,-0.03685258964143423,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D3,volatility,low_volatility,4,0,0,0,unavailable_incomplete_assets,equal_asset_weight,arithmetic_mean_of_asset_level_skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D3,transition,transition,4,4,57,57,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.024052799997353064,0.030327235313267108,0.4692982456140351,0.52192982456140358,0.021680895236396814,-0.1150089025709421,0.5,-0.030701754385964911,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D3,transition,stable,4,4,194,194,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.022359509357780406,0.028335499456722407,0.48969072164948452,0.45103092783505161,0.021232707289371735,-0.060243321816902895,0.52835051546391754,-0.038659793814433005,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D4,trend,negative_trend,4,4,53,53,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014528113759876133,0.01876833401678445,0.51415094339622647,0.65566037735849059,0.014143814057483332,-0.012988314969993614,0.51886792452830188,-0.0047169811320754845,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D4,trend,positive_trend,4,4,197,197,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014880116858770128,0.02042309434521631,0.51269035532994922,0.5291878172588832,0.014262704691462232,-0.030639014215865817,0.51903553299492389,-0.0063451776649746106,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D4,volatility,high_volatility,4,4,135,135,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.016345261122193346,0.022167479634698228,0.48888888888888893,0.58333333333333337,0.015696703068057427,-0.029481508234620757,0.53333333333333333,-0.044444444444444425,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D4,volatility,low_volatility,4,4,115,115,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.012997937382217817,0.017299747458643745,0.54130434782608694,0.52391304347826095,0.012524522218060207,-0.023602040416217107,0.50217391304347825,0.039130434782608678,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D4,transition,transition,4,0,3,3,unavailable_incomplete_assets,equal_asset_weight,arithmetic_mean_of_asset_level_skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D4,transition,stable,4,4,247,247,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014889626431870268,0.020186765972842295,0.51417004048582993,0.55870445344129549,0.014306475681600289,-0.027179962882381781,0.51720647773279349,-0.0030364372469635498,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D5,trend,negative_trend,4,0,0,0,unavailable_incomplete_assets,equal_asset_weight,arithmetic_mean_of_asset_level_skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D5,trend,positive_trend,4,4,252,252,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014303985368668889,0.01937366571230488,0.52876984126984128,0.56150793650793651,0.014357184230814108,0.0013301352279622425,0.51884920634920639,0.0099206349206348993,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D5,volatility,high_volatility,4,4,93,93,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014356420989533851,0.0189713514311909,0.5268817204301075,0.55376344086021501,0.014316646011121668,-0.0051547671201898626,0.5161290322580645,0.010752688172042987,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D5,volatility,low_volatility,4,4,159,159,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014273315477219571,0.019579745311839473,0.52987421383647804,0.56603773584905659,0.014380895264973837,0.0049569876318204809,0.52044025157232709,0.0094339622641509413,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D5,transition,transition,4,4,35,35,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.015160849559597046,0.020575388944265145,0.51428571428571423,0.59285714285714286,0.015411930557210737,-0.00023996122254946184,0.52142857142857135,-0.0071428571428571175,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,2718,D5,transition,stable,4,4,217,217,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014165781466906283,0.019147439125619649,0.53110599078341014,0.55645161290322576,0.014187063855588846,0.00067976819550397138,0.51843317972350234,0.012672811059907835,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D1,trend,negative_trend,4,4,64,64,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.034639172306805126,0.050241387038585689,0.55859375,0.54296875,0.031633387524639858,-0.11450292477632695,0.359375,0.19921875,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D1,trend,positive_trend,4,4,189,189,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.018884213831584295,0.025063098796694466,0.49470899470899465,0.57407407407407407,0.016678421571974873,-0.15138702981787566,0.44841269841269837,0.046296296296296294,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D1,volatility,high_volatility,4,4,220,220,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.024013514005890434,0.034794320431161756,0.50909090909090904,0.55909090909090908,0.021374335710728429,-0.14330705783628384,0.41818181818181815,0.090909090909090912,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D1,volatility,low_volatility,4,4,33,33,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.015243950318456503,0.020817606839364598,0.52272727272727271,0.61363636363636365,0.014375897646059024,-0.071680950724471587,0.47727272727272729,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D1,transition,transition,4,4,91,91,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.031953995911132488,0.045191624529112434,0.50274725274725274,0.55769230769230771,0.02859282378052258,-0.14138282503726179,0.36263736263736263,0.14010989010989011,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D1,transition,stable,4,4,162,162,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.017766727246246315,0.024169819740074081,0.51543209876543217,0.57098765432098764,0.01589389823859659,-0.13358287098413835,0.46141975308641975,0.054012345679012336,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D2,trend,negative_trend,4,0,2,2,unavailable_incomplete_assets,equal_asset_weight,arithmetic_mean_of_asset_level_skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D2,trend,positive_trend,4,4,250,250,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.013878855078590489,0.018268807961198778,0.51900000000000002,0.53900000000000003,0.013658399305279375,-0.017571447675402918,0.499,0.020000000000000018,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D2,volatility,high_volatility,4,4,144,144,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014311960607118337,0.018730665349404915,0.52083333333333337,0.546875,0.014207849961336871,-0.0078385954229812649,0.47743055555555552,0.043402777777777818,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D2,volatility,low_volatility,4,4,108,108,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.013272349636270227,0.017544816503821052,0.52083333333333337,0.53472222222222232,0.012960323593227865,-0.026273626916484688,0.52083333333333337,0,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D2,transition,transition,4,4,52,52,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014812844761685224,0.019475035522375055,0.54807692307692313,0.5625,0.015322605349210282,0.042040092151133468,0.46153846153846156,0.086538461538461522,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D2,transition,stable,4,4,200,200,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.01362034080267297,0.017895482360537722,0.51375000000000004,0.53625,0.013244349321710924,-0.032986082653566784,0.50499999999999989,0.0087500000000000078,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D3,trend,negative_trend,4,4,196,196,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.023334701022672481,0.029323849430054106,0.49362244897959184,0.48979591836734693,0.022308709925902753,-0.046442511092219807,0.52295918367346939,-0.029336734693877556,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D3,trend,positive_trend,4,4,55,55,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.019299010020809342,0.02537461549470444,0.47727272727272724,0.38636363636363641,0.017862710857014463,-0.097224854984103881,0.51818181818181819,-0.040909090909090909,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D3,volatility,high_volatility,4,4,251,251,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.022450386261308047,0.028513016140866557,0.49003984063745021,0.46713147410358569,0.021334487022361494,-0.054700926414937234,0.52191235059760954,-0.031872509960159334,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D3,volatility,low_volatility,4,0,0,0,unavailable_incomplete_assets,equal_asset_weight,arithmetic_mean_of_asset_level_skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D3,transition,transition,4,4,57,57,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.024104157058378053,0.029911900575851687,0.47807017543859648,0.52192982456140358,0.021680895236396814,-0.1165216396087545,0.5,-0.021929824561403521,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D3,transition,stable,4,4,194,194,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.021964484532272014,0.028076917426889118,0.49355670103092786,0.45103092783505161,0.021232707289371735,-0.03584108493854482,0.52835051546391754,-0.034793814432989692,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D4,trend,negative_trend,4,4,53,53,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014169089488288095,0.018789684494144258,0.58018867924528306,0.65566037735849059,0.014143814057483332,-0.012317568107179599,0.51886792452830188,0.061320754716981118,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D4,trend,positive_trend,4,4,197,197,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014700943732878141,0.020077474360754563,0.51269035532994922,0.5291878172588832,0.014262704691462232,-0.033386739424877576,0.51903553299492389,-0.0063451776649746106,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D4,volatility,high_volatility,4,4,135,135,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.016087206824139267,0.022008617003077907,0.52592592592592591,0.58333333333333337,0.015696703068057427,-0.034676035730265842,0.53333333333333333,-0.0074074074074073903,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D4,volatility,low_volatility,4,4,115,115,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.01282847597389097,0.016926447976513069,0.52826086956521745,0.52391304347826095,0.012524522218060207,-0.022285338661924808,0.50217391304347825,0.026086956521739132,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D4,transition,transition,4,0,3,3,unavailable_incomplete_assets,equal_asset_weight,arithmetic_mean_of_asset_level_skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D4,transition,stable,4,4,247,247,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014654512474189803,0.019932280562650215,0.52732793522267207,0.55870445344129549,0.014306475681600289,-0.029013765521412049,0.51720647773279349,0.010121457489878569,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D5,trend,negative_trend,4,0,0,0,unavailable_incomplete_assets,equal_asset_weight,arithmetic_mean_of_asset_level_skills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D5,trend,positive_trend,4,4,252,252,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014763294394078724,0.019884928992630956,0.50793650793650791,0.56150793650793651,0.014357184230814108,-0.0382838699441162,0.51884920634920639,-0.010912698412698429,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D5,volatility,high_volatility,4,4,93,93,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014846965256176355,0.019500649597860777,0.5,0.55376344086021501,0.014316646011121668,-0.049135363905794871,0.5161290322580645,-0.01612903225806453,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D5,volatility,low_volatility,4,4,159,159,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014714354833229169,0.020080343080386923,0.51257861635220126,0.56603773584905659,0.014380895264973837,-0.032590202843972627,0.52044025157232709,-0.0078616352201257844,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D5,transition,transition,4,4,35,35,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.016205909009266151,0.021402762209267005,0.47857142857142854,0.59285714285714286,0.015411930557210737,-0.087489987559399379,0.52142857142857135,-0.042857142857142844,,,,,,,,,,,,,,,,,,,,,,,,
lstm,per_seed,31415,D5,transition,stable,4,4,217,217,reportable,equal_asset_weight,arithmetic_mean_of_asset_level_skills,0.014530614617435593,0.019605021302740347,0.51267281105990781,0.55645161290322576,0.014187063855588846,-0.031649546487338642,0.51843317972350234,-0.0057603686635944451,,,,,,,,,,,,,,,,,,,,,,,,
lstm_seed_mean,seed_metric_summary,seed_mean,D1,transition,stable,4,4,162,162,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.017053806917734893,0.023327304129349902,0.5190329218106996,0.57098765432098764,0.01589389823859659,-0.078961715571045407,0.46141975308641975,0.05761316872427983,0.00051423187386917069,0.016573008167147851,0.017766727246246315,0.00061947826028173802,0.022698066621355359,0.024169819740074081,0.02846468175361503,0.4861111111111111,0.55555555555555547,0,0.57098765432098764,0.57098765432098764,0,0.01589389823859659,0.01589389823859659,0.039748548377205629,-0.13358287098413835,-0.040148195495407185,0,0.46141975308641975,0.46141975308641975,0.028464681753615068,0.024691358024691357,0.094135802469135804
lstm_seed_mean,seed_metric_summary,seed_mean,D1,transition,transition,4,4,91,91,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.029881212475336452,0.041497369512856312,0.51556776556776551,0.55769230769230771,0.02859282378052258,-0.058215724945895803,0.36263736263736263,0.15293040293040291,0.0014743201466020336,0.028649611989110417,0.031953995911132488,0.0026400923233003558,0.039181743211267619,0.045191624529112434,0.0093388635780087669,0.50274725274725274,0.52472527472527475,0,0.55769230769230771,0.55769230769230771,0,0.02859282378052258,0.02859282378052258,0.058875988961798562,-0.14138282503726179,-0.013168331494503971,0,0.36263736263736263,0.36263736263736263,0.0093388635780087652,0.14010989010989011,0.16208791208791209
lstm_seed_mean,seed_metric_summary,seed_mean,D1,trend,negative_trend,4,4,64,64,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.032981289136766324,0.046396946072418399,0.55338541666666663,0.54296875,0.031633387524639858,-0.053820563880984697,0.359375,0.19401041666666666,0.0011943124290555473,0.031872810768529741,0.034639172306805126,0.0027888430770216348,0.043712050163207554,0.050241387038585689,0.010252614419286212,0.5390625,0.5625,0,0.54296875,0.54296875,0,0.031633387524639858,0.031633387524639858,0.042988652874447912,-0.11450292477632695,-0.020273962857906114,0,0.359375,0.359375,0.010252614419286212,0.1796875,0.203125
lstm_seed_mean,seed_metric_summary,seed_mean,D1,trend,positive_trend,4,4,189,189,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.017836532016802253,0.023783285736979187,0.50573192239858911,0.57407407407407407,0.016678421571974873,-0.077373606134983411,0.44841269841269837,0.057319223985890656,0.00074598001215261933,0.017205446626904739,0.018884213831584295,0.00092947048078355615,0.022883702559906821,0.025063098796694466,0.021446889783095793,0.48677248677248675,0.5357142857142857,0,0.57407407407407407,0.57407407407407407,0,0.016678421571974873,0.016678421571974873,0.052750554531592574,-0.15138702981787566,-0.032277312033723388,0,0.44841269841269837,0.44841269841269837,0.021446889783095786,0.038359788359788358,0.087301587301587311
lstm_seed_mean,seed_metric_summary,seed_mean,D1,volatility,high_volatility,4,4,220,220,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.022705143835066555,0.032423593988462056,0.51780303030303032,0.55909090909090908,0.021374335710728429,-0.071564063339548289,0.41818181818181815,0.099621212121212152,0.00092519147511589391,0.022041236583517296,0.024013514005890434,0.0016800096141369879,0.031102618983692095,0.034794320431161756,0.015645360930351043,0.50454545454545463,0.53977272727272729,0,0.55909090909090908,0.55909090909090908,0,0.021374335710728429,0.021374335710728429,0.05080649929158821,-0.14330705783628384,-0.032278241724594869,0,0.41818181818181815,0.41818181818181815,0.015645360930351054,0.086363636363636379,0.12159090909090911
lstm_seed_mean,seed_metric_summary,seed_mean,D1,volatility,low_volatility,4,4,33,33,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.014750770067091782,0.020393216456669319,0.51767676767676762,0.61363636363636365,0.014375897646059024,-0.029282337435718658,0.47727272727272729,0.040404040404040407,0.0003662075240378337,0.014367279043893176,0.015243950318456503,0.00030238364572242115,0.020135486596031239,0.020817606839364598,0.037284906717761079,0.46969696969696972,0.56060606060606055,0,0.61363636363636365,0.61363636363636365,0,0.014375897646059024,0.014375897646059024,0.031775629685357132,-0.071680950724471587,0.004812866084971279,0,0.47727272727272729,0.47727272727272729,0.037284906717761114,-0.007575757575757569,0.083333333333333343
lstm_seed_mean,seed_metric_summary,seed_mean,D2,transition,stable,4,4,200,200,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.013767531045287044,0.018043708656570279,0.5083333333333333,0.53625,0.013244349321710924,-0.042640940639027312,0.50499999999999989,0.0033333333333333409,0.0002941000389331102,0.013504238167831743,0.014178014165356419,0.00028578239122590404,0.017792200726375173,0.018443442882797943,0.0041247895569215291,0.50375000000000003,0.51375000000000004,0,0.53625,0.53625,0,0.013244349321710924,0.013244349321710924,0.021760778002387363,-0.072774198542587987,-0.02216254072092716,0,0.50499999999999989,0.50499999999999989,0.0041247895569215256,-0.0012499999999999872,0.0087500000000000078
lstm_seed_mean,seed_metric_summary,seed_mean,D2,transition,transition,4,4,52,52,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.014923768558701103,0.019596986416746526,0.55929487179487192,0.5625,0.015322605349210282,0.035325825937719241,0.46153846153846151,0.097756410256410242,0.00012500509998907293,0.014812844761685224,0.015098441807241672,0.00024841298541436539,0.019372638360685132,0.019943285367179393,0.012618602362198422,0.54807692307692313,0.57692307692307698,0,0.5625,0.5625,0,0.015322605349210282,0.015322605349210282,0.011343822579891846,0.019350751715376452,0.044586633946647802,5.5511151231257827e-17,0.46153846153846156,0.46153846153846156,0.012618602362198418,0.086538461538461522,0.11538461538461538
lstm_seed_mean,seed_metric_summary,seed_mean,D2,trend,negative_trend,4,0,2,2,unavailable_incomplete_assets,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lstm_seed_mean,seed_metric_summary,seed_mean,D2,trend,positive_trend,4,4,250,250,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.014019845496096582,0.01841121426821701,0.51666666666666672,0.53900000000000003,0.013658399305279375,-0.026533369982827643,0.49899999999999994,0.017666666666666688,0.00026227530897380939,0.013793231662283512,0.014387449747415744,0.00027988048312947689,0.018162589405370064,0.018802245438082194,0.0040276819911981947,0.51100000000000001,0.52000000000000002,0,0.53900000000000003,0.53900000000000003,0,0.013658399305279375,0.013658399305279375,0.019336504316931399,-0.053388726328697095,-0.0086399359443829205,5.5511151231257827e-17,0.499,0.499,0.0040276819911981877,0.012000000000000025,0.021000000000000019
lstm_seed_mean,seed_metric_summary,seed_mean,D2,volatility,high_volatility,4,4,144,144,reportable,equal_asset_weight_then_seed_metric_mean,asset_skill_mean_per_seed_then_seed_mean,0.014480298744349343,0.018884625364597299,0.5185185185185186,0.546875,0.014207849961336871,-0.017510079010412388,0.47743055555555552,0.041087962962962986,0.00028429875665503745,0.01424826316685952,0.014880672459070177,0.0002808476873602968,0.018644532240984123,0.019278678503402855,0.0059016429555472346,0.51041666666666663,0.52430555555555558,0,0.546875,0.546875,0,0.014207849961336871,0.014207849961336871,0.020561373155970605,-0.0460945450435927,0.0014029034353368053,0,0.47743055555555552,0.47743055555555552,0.0059016429555472042,0.032986111111111133,0.046875000000000014
