model,model_config_id,seed,fold,asset,regime_dimension,regime_value,n,mae,rmse,directional_accuracy,actual_positive_direction_balance,sample_size_status,matched_baseline_mae,mae_skill,matched_direction_persistence_da,da_difference
lstm,LSTM_63,1729,D2,GOOGL,volatility,high_volatility,144,0.01129731031376823,0.015950962873148882,0.55555555555555558,0.59027777777777779,reportable,0.011450653560951141,0.013391658944764573,0.47222222222222221,0.08333333333333337
lstm,LSTM_63,1729,D2,GOOGL,volatility,low_volatility,108,0.010628969173221987,0.014314400852883444,0.52777777777777779,0.54629629629629628,reportable,0.01053430192101195,-0.0089865710058312231,0.54629629629629628,-0.01851851851851849
lstm,LSTM_63,1729,D2,GOOGL,transition,transition,52,0.01135449081229197,0.016628956544635993,0.59615384615384615,0.61538461538461542,reportable,0.011622591469613558,0.023067201322744424,0.5,0.096153846153846145
lstm,LSTM_63,1729,D2,GOOGL,transition,stable,200,0.010921539168257088,0.014897760361850627,0.53000000000000003,0.56000000000000005,reportable,0.010911119819131752,-0.00095492940211938659,0.505,0.025000000000000022
lstm,LSTM_63,2718,D2,GOOGL,trend,negative_trend,2,0.010618352232479851,0.011141265766575722,1,1,descriptive_low_n,0.012898788048398951,0.17679458003049808,0,1
lstm,LSTM_63,2718,D2,GOOGL,trend,positive_trend,250,0.010835218715692457,0.01501920825160989,0.54400000000000004,0.56799999999999995,reportable,0.011043204576597829,0.018833832105775272,0.50800000000000001,0.036000000000000032
lstm,LSTM_63,2718,D2,GOOGL,volatility,high_volatility,144,0.011061198409486078,0.015553496166430638,0.54166666666666663,0.59027777777777779,reportable,0.011450653560951141,0.034011608978650631,0.47222222222222221,0.06944444444444442
lstm,LSTM_63,2718,D2,GOOGL,volatility,low_volatility,108,0.010529896411315543,0.014209800589013395,0.55555555555555558,0.54629629629629628,reportable,0.01053430192101195,0.00041820613548393393,0.54629629629629628,0.0092592592592593004
lstm,LSTM_63,2718,D2,GOOGL,transition,transition,52,0.01099318236644063,0.01568661397465047,0.59615384615384615,0.61538461538461542,reportable,0.011622591469613558,0.054153938458430084,0.5,0.096153846153846145
lstm,LSTM_63,2718,D2,GOOGL,transition,stable,200,0.010791979501665806,0.01480654873976465,0.53500000000000003,0.56000000000000005,reportable,0.010911119819131752,0.010919164984059981,0.505,0.030000000000000027
lstm,LSTM_63,31415,D2,GOOGL,trend,negative_trend,2,0.0091722982064609999,0.0098985368048634514,1,1,descriptive_low_n,0.012898788048398951,0.28890232384278136,0,1
lstm,LSTM_63,31415,D2,GOOGL,trend,positive_trend,250,0.011046037428504109,0.015278505663814402,0.51600000000000001,0.56799999999999995,reportable,0.011043204576597829,-0.00025652444330170887,0.50800000000000001,0.0080000000000000071
lstm,LSTM_63,31415,D2,GOOGL,volatility,high_volatility,144,0.011428542029217427,0.015983306026000319,0.52083333333333337,0.59027777777777779,reportable,0.011450653560951141,0.0019310279204602931,0.47222222222222221,0.04861111111111116
lstm,LSTM_63,31415,D2,GOOGL,volatility,low_volatility,108,0.010501332419737401,0.014196710492929083,0.51851851851851849,0.54629629629629628,reportable,0.01053430192101195,0.0031297281511162289,0.54629629629629628,-0.02777777777777779
lstm,LSTM_63,31415,D2,GOOGL,transition,transition,52,0.011319370922205717,0.016271626608161702,0.5,0.61538461538461542,reportable,0.011622591469613558,0.026088893187082185,0.5,0
lstm,LSTM_63,31415,D2,GOOGL,transition,stable,200,0.010956233327921259,0.014964344723848416,0.52500000000000002,0.56000000000000005,reportable,0.010911119819131752,-0.0041346359986262904,0.505,0.020000000000000018
lstm,LSTM_63,1729,D2,NVDA,trend,negative_trend,2,0.01798460946298415,0.019395019615666306,1,1,descriptive_low_n,0.024336179130442649,0.26099288772546814,0,1
lstm,LSTM_63,1729,D2,NVDA,trend,positive_trend,250,0.022330307120196558,0.029013030414373669,0.45600000000000002,0.53200000000000003,reportable,0.021311011023833322,-0.047829551363062883,0.48799999999999999,-0.031999999999999973
