model,model_config_id,seed,fold,asset,regime_dimension,regime_value,n,mae,rmse,directional_accuracy,actual_positive_direction_balance,sample_size_status,matched_baseline_mae,mae_skill,matched_direction_persistence_da,da_difference
lightgbm,LGBM_02,1729,D2,NVDA,trend,positive_trend,250,0.021584737776100732,0.028562481697937337,0.49199999999999999,0.53200000000000003,reportable,0.021311011023833322,-0.012844381337013377,0.48799999999999999,0.0040000000000000036
lightgbm,LGBM_02,1729,D2,NVDA,volatility,high_volatility,144,0.022100361048402215,0.02900244085103261,0.54166666666666663,0.55555555555555558,reportable,0.022279469343911042,0.0080391634443383042,0.50694444444444442,0.03472222222222221
lightgbm,LGBM_02,1729,D2,NVDA,volatility,low_volatility,108,0.020910610351608124,0.027894947124932404,0.43518518518518517,0.5092592592592593,reportable,0.020075754895333569,-0.04158525846859229,0.45370370370370372,-0.018518518518518545
lightgbm,LGBM_02,1729,D2,NVDA,transition,transition,52,0.024235537484896652,0.031506270309815537,0.48076923076923078,0.51923076923076927,reportable,0.024057880641101412,-0.0073845591989396553,0.46153846153846156,0.019230769230769218
lightgbm,LGBM_02,1729,D2,NVDA,transition,stable,200,0.020902749798644857,0.027707821583211122,0.5,0.54000000000000004,reportable,0.020627076604409714,-0.013364627451677213,0.48999999999999999,0.010000000000000009
lightgbm,LGBM_01,1729,D3,AAPL,trend,negative_trend,196,0.018675547010290887,0.023691827054823603,0.50510204081632648,0.48979591836734693,reportable,0.018004695023122855,-0.037259836187532036,0.5,0.0051020408163264808
lightgbm,LGBM_01,1729,D3,AAPL,trend,positive_trend,55,0.01646340375901308,0.020881781529747075,0.43636363636363634,0.40000000000000002,reportable,0.015062561618059524,-0.093001587410868503,0.54545454545454541,-0.10909090909090907
lightgbm,LGBM_01,1729,D3,AAPL,volatility,high_volatility,251,0.018190814425349536,0.023105337093600468,0.49003984063745021,0.47011952191235062,reportable,0.017360004436355988,-0.047857706029938329,0.50996015936254979,-0.019920318725099584
lightgbm,LGBM_01,1729,D3,AAPL,volatility,low_volatility,0,,,,,descriptive_low_n,,,,
lightgbm,LGBM_01,1729,D3,AAPL,transition,transition,57,0.019454877980934603,0.025119309995142888,0.50877192982456143,0.54385964912280704,reportable,0.018209435665665723,-0.06839543729612596,0.50877192982456143,0
